customer_id,interaction_type,interaction_outcome,payment_method,payment_status,Transaction_type,TheLastTransDate,Months_Since_Last_Transaction,Target
4041,Feedback,Pending,Credit Card,Completed,Refund,2023-10-29,12,1
4041,Feedback,Unresolved,Credit Card,Completed,Refund,2023-10-29,12,1
2422,Complaint,Implemented,Debit Card,Completed,Refund,2023-10-29,12,1
2422,Complaint,Implemented,Debit Card,Pending,Purchase,2023-10-29,12,1
2422,Complaint,Implemented,PayPal,Completed,Purchase,2023-10-29,12,1
8,Complaint,Implemented,Debit Card,Refunded,Refund,2023-10-29,12,1
8,Feedback,Resolved,Debit Card,Refunded,Refund,2023-10-29,12,1
7833,Complaint,Implemented,Credit Card,Pending,Purchase,2023-10-29,12,1
7833,Complaint,Implemented,Debit Card,Pending,Purchase,2023-10-29,12,1
7833,Complaint,Pending,Credit Card,Pending,Purchase,2023-10-29,12,1
7833,Complaint,Pending,Debit Card,Pending,Purchase,2023-10-29,12,1
5795,Support Request,Resolved,PayPal,Refunded,Refund,2023-10-29,12,1
5739,Complaint,Pending,Credit Card,Pending,Refund,2023-10-30,12,1
5739,Feedback,Resolved,Credit Card,Pending,Refund,2023-10-30,12,1
1008,Complaint,Implemented,PayPal,Refunded,Refund,2023-10-30,12,1
3973,Support Request,Resolved,Debit Card,Refunded,Refund,2023-10-31,12,1
6691,Complaint,Pending,Debit Card,Completed,Refund,2023-10-31,12,1
6691,Complaint,Pending,Debit Card,Pending,Refund,2023-10-31,12,1
6691,Support Request,Unresolved,Debit Card,Completed,Refund,2023-10-31,12,1
6691,Support Request,Unresolved,Debit Card,Pending,Refund,2023-10-31,12,1
7110,Complaint,Unresolved,Credit Card,Refunded,Purchase,2023-10-31,12,1
7110,Support Request,Pending,Credit Card,Refunded,Purchase,2023-10-31,12,1
6531,Complaint,Implemented,PayPal,Completed,Refund,2023-11-01,11,1
5524,Complaint,Unresolved,Credit Card,Pending,Refund,2023-11-01,11,1
5432,Complaint,Resolved,Credit Card,Pending,Purchase,2023-11-01,11,1
5432,Feedback,Unresolved,Credit Card,Pending,Purchase,2023-11-01,11,1
8625,Feedback,Resolved,Credit Card,Pending,Refund,2023-11-03,11,1
8625,Feedback,Resolved,PayPal,Completed,Purchase,2023-11-03,11,1
8625,Feedback,Unresolved,Credit Card,Pending,Refund,2023-11-03,11,1
8625,Feedback,Unresolved,PayPal,Completed,Purchase,2023-11-03,11,1
8682,Feedback,Unresolved,Debit Card,Completed,Refund,2023-11-03,11,1
8682,Feedback,Unresolved,PayPal,Pending,Purchase,2023-11-03,11,1
10612,Feedback,Implemented,PayPal,Completed,Refund,2023-11-04,11,1
2975,Complaint,Implemented,PayPal,Pending,Refund,2023-11-04,11,1
2975,Complaint,Pending,PayPal,Pending,Refund,2023-11-04,11,1
2975,Support Request,Pending,PayPal,Pending,Refund,2023-11-04,11,1
2975,Support Request,Unresolved,PayPal,Pending,Refund,2023-11-04,11,1
20,Complaint,Resolved,Debit Card,Pending,Purchase,2023-11-05,11,1
20,Complaint,Resolved,PayPal,Pending,Refund,2023-11-05,11,1
10549,Feedback,Implemented,Credit Card,Completed,Purchase,2023-11-05,11,1
10549,Feedback,Implemented,Debit Card,Refunded,Purchase,2023-11-05,11,1
10997,Feedback,Pending,Debit Card,Refunded,Refund,2023-11-08,11,1
10997,Support Request,Implemented,Debit Card,Refunded,Refund,2023-11-08,11,1
9813,Support Request,Unresolved,Debit Card,Completed,Refund,2023-11-08,11,1
10373,Complaint,Implemented,Credit Card,Completed,Purchase,2023-11-08,11,1
10373,Complaint,Implemented,Credit Card,Completed,Refund,2023-11-08,11,1
10373,Complaint,Implemented,Debit Card,Completed,Purchase,2023-11-08,11,1
10373,Complaint,Pending,Credit Card,Completed,Purchase,2023-11-08,11,1
10373,Complaint,Pending,Credit Card,Completed,Refund,2023-11-08,11,1
10373,Complaint,Pending,Debit Card,Completed,Purchase,2023-11-08,11,1
10373,Complaint,Unresolved,Credit Card,Completed,Purchase,2023-11-08,11,1
10373,Complaint,Unresolved,Credit Card,Completed,Refund,2023-11-08,11,1
10373,Complaint,Unresolved,Debit Card,Completed,Purchase,2023-11-08,11,1
3037,Support Request,Pending,Credit Card,Refunded,Purchase,2023-11-08,11,1
3037,Support Request,Pending,PayPal,Pending,Purchase,2023-11-08,11,1
3037,Support Request,Pending,PayPal,Pending,Refund,2023-11-08,11,1
3965,Support Request,Resolved,Debit Card,Completed,Purchase,2023-11-09,11,1
6169,Feedback,Resolved,PayPal,Completed,Purchase,2023-11-09,11,1
6757,Complaint,Unresolved,Credit Card,Completed,Refund,2023-11-09,11,1
6757,Complaint,Unresolved,Credit Card,Pending,Purchase,2023-11-09,11,1
6107,Complaint,Resolved,Credit Card,Refunded,Purchase,2023-11-10,11,1
6107,Feedback,Resolved,Credit Card,Refunded,Purchase,2023-11-10,11,1
8132,Support Request,Implemented,Credit Card,Pending,Purchase,2023-11-10,11,1
9607,Feedback,Implemented,Credit Card,Completed,Purchase,2023-11-10,11,1
3925,Feedback,Resolved,Debit Card,Completed,Purchase,2023-11-10,11,1
3925,Support Request,Resolved,Debit Card,Completed,Purchase,2023-11-10,11,1
2447,Complaint,Resolved,Credit Card,Pending,Purchase,2023-11-11,11,1
2447,Complaint,Resolved,PayPal,Completed,Refund,2023-11-11,11,1
2447,Complaint,Resolved,PayPal,Refunded,Purchase,2023-11-11,11,1
2447,Complaint,Unresolved,Credit Card,Pending,Purchase,2023-11-11,11,1
2447,Complaint,Unresolved,PayPal,Completed,Refund,2023-11-11,11,1
2447,Complaint,Unresolved,PayPal,Refunded,Purchase,2023-11-11,11,1
8912,Complaint,Implemented,PayPal,Pending,Purchase,2023-11-11,11,1
7343,Feedback,Implemented,Credit Card,Pending,Purchase,2023-11-11,11,1
5876,Complaint,Resolved,Credit Card,Completed,Refund,2023-11-11,11,1
5876,Support Request,Resolved,Credit Card,Completed,Refund,2023-11-11,11,1
3204,Feedback,Resolved,Debit Card,Refunded,Purchase,2023-11-12,11,1
3204,Feedback,Resolved,Debit Card,Refunded,Refund,2023-11-12,11,1
3524,Support Request,Implemented,Credit Card,Pending,Refund,2023-11-14,11,1
3524,Support Request,Implemented,PayPal,Completed,Purchase,2023-11-14,11,1
3524,Support Request,Pending,Credit Card,Pending,Refund,2023-11-14,11,1
3524,Support Request,Pending,PayPal,Completed,Purchase,2023-11-14,11,1
1710,Feedback,Implemented,Credit Card,Pending,Purchase,2023-11-14,11,1
219,Support Request,Unresolved,Credit Card,Refunded,Purchase,2023-11-14,11,1
219,Support Request,Unresolved,Debit Card,Refunded,Purchase,2023-11-14,11,1
1426,Complaint,Implemented,Debit Card,Pending,Refund,2023-11-15,11,1
1426,Support Request,Resolved,Debit Card,Pending,Refund,2023-11-15,11,1
5112,Complaint,Pending,PayPal,Completed,Purchase,2023-11-15,11,1
5112,Feedback,Pending,PayPal,Completed,Purchase,2023-11-15,11,1
5112,Support Request,Resolved,PayPal,Completed,Purchase,2023-11-15,11,1
9612,Feedback,Pending,Credit Card,Refunded,Refund,2023-11-15,11,1
8465,Feedback,Unresolved,Debit Card,Completed,Refund,2023-11-16,11,1
6084,Feedback,Unresolved,Credit Card,Pending,Refund,2023-11-16,11,1
6084,Support Request,Implemented,Credit Card,Pending,Refund,2023-11-16,11,1
5586,Feedback,Unresolved,Debit Card,Completed,Purchase,2023-11-16,11,1
7032,Complaint,Pending,Credit Card,Completed,Purchase,2023-11-16,11,1
3078,Complaint,Resolved,Debit Card,Pending,Refund,2023-11-16,11,1
3631,Feedback,Implemented,PayPal,Completed,Purchase,2023-11-17,11,1
4808,Feedback,Resolved,Credit Card,Pending,Refund,2023-11-17,11,1
4808,Feedback,Resolved,Debit Card,Completed,Purchase,2023-11-17,11,1
4808,Feedback,Resolved,Debit Card,Refunded,Refund,2023-11-17,11,1
229,Complaint,Implemented,PayPal,Refunded,Purchase,2023-11-17,11,1
229,Support Request,Pending,PayPal,Refunded,Purchase,2023-11-17,11,1
10400,Feedback,Pending,Credit Card,Refunded,Purchase,2023-11-17,11,1
10400,Feedback,Pending,Debit Card,Pending,Purchase,2023-11-17,11,1
10400,Feedback,Pending,Debit Card,Pending,Refund,2023-11-17,11,1
8504,Feedback,Implemented,Credit Card,Refunded,Purchase,2023-11-18,11,1
10274,Complaint,Pending,Credit Card,Completed,Refund,2023-11-19,11,1
10274,Complaint,Pending,PayPal,Refunded,Refund,2023-11-19,11,1
10274,Feedback,Pending,Credit Card,Completed,Refund,2023-11-19,11,1
10274,Feedback,Pending,PayPal,Refunded,Refund,2023-11-19,11,1
10274,Feedback,Resolved,Credit Card,Completed,Refund,2023-11-19,11,1
10274,Feedback,Resolved,PayPal,Refunded,Refund,2023-11-19,11,1
6465,Feedback,Pending,Credit Card,Refunded,Refund,2023-11-19,11,1
6465,Feedback,Pending,Debit Card,Completed,Purchase,2023-11-19,11,1
6465,Feedback,Pending,PayPal,Refunded,Purchase,2023-11-19,11,1
6465,Support Request,Unresolved,Credit Card,Refunded,Refund,2023-11-19,11,1
6465,Support Request,Unresolved,Debit Card,Completed,Purchase,2023-11-19,11,1
6465,Support Request,Unresolved,PayPal,Refunded,Purchase,2023-11-19,11,1
6233,Complaint,Unresolved,PayPal,Pending,Purchase,2023-11-19,11,1
6233,Support Request,Resolved,PayPal,Pending,Purchase,2023-11-19,11,1
1126,Complaint,Resolved,Credit Card,Refunded,Purchase,2023-11-19,11,1
1126,Feedback,Pending,Credit Card,Refunded,Purchase,2023-11-19,11,1
1126,Support Request,Pending,Credit Card,Refunded,Purchase,2023-11-19,11,1
3974,Feedback,Implemented,Credit Card,Refunded,Refund,2023-11-19,11,1
3974,Feedback,Implemented,PayPal,Completed,Refund,2023-11-19,11,1
3974,Feedback,Unresolved,Credit Card,Refunded,Refund,2023-11-19,11,1
3974,Feedback,Unresolved,PayPal,Completed,Refund,2023-11-19,11,1
5070,Complaint,Resolved,Credit Card,Refunded,Refund,2023-11-20,11,1
7253,Complaint,Resolved,PayPal,Pending,Refund,2023-11-21,11,1
7253,Feedback,Unresolved,PayPal,Pending,Refund,2023-11-21,11,1
7660,Feedback,Pending,Credit Card,Refunded,Refund,2023-11-22,11,1
7660,Feedback,Pending,PayPal,Pending,Purchase,2023-11-22,11,1
7382,Support Request,Resolved,Credit Card,Refunded,Refund,2023-11-23,11,1
7382,Support Request,Resolved,Debit Card,Pending,Refund,2023-11-23,11,1
6404,Feedback,Unresolved,Credit Card,Pending,Purchase,2023-11-23,11,1
6404,Feedback,Unresolved,Credit Card,Refunded,Purchase,2023-11-23,11,1
5417,Complaint,Resolved,Debit Card,Completed,Refund,2023-11-23,11,1
5417,Complaint,Resolved,Debit Card,Pending,Refund,2023-11-23,11,1
9474,Complaint,Pending,Debit Card,Completed,Refund,2023-11-24,11,1
9474,Feedback,Implemented,Debit Card,Completed,Refund,2023-11-24,11,1
9957,Complaint,Resolved,Debit Card,Completed,Purchase,2023-11-25,11,1
9957,Complaint,Resolved,Debit Card,Pending,Refund,2023-11-25,11,1
9957,Complaint,Resolved,PayPal,Completed,Refund,2023-11-25,11,1
2882,Feedback,Unresolved,PayPal,Pending,Refund,2023-11-25,11,1
2882,Support Request,Pending,PayPal,Pending,Refund,2023-11-25,11,1
5304,Complaint,Implemented,PayPal,Completed,Purchase,2023-11-26,11,1
5304,Feedback,Implemented,PayPal,Completed,Purchase,2023-11-26,11,1
5304,Feedback,Resolved,PayPal,Completed,Purchase,2023-11-26,11,1
8595,Feedback,Implemented,PayPal,Completed,Refund,2023-11-27,11,1
8595,Feedback,Implemented,PayPal,Pending,Purchase,2023-11-27,11,1
7460,Complaint,Unresolved,Debit Card,Completed,Purchase,2023-11-27,11,1
7460,Complaint,Unresolved,Debit Card,Pending,Refund,2023-11-27,11,1
7460,Support Request,Unresolved,Debit Card,Completed,Purchase,2023-11-27,11,1
7460,Support Request,Unresolved,Debit Card,Pending,Refund,2023-11-27,11,1
10102,Feedback,Pending,Debit Card,Pending,Refund,2023-11-28,11,1
10102,Support Request,Resolved,Debit Card,Pending,Refund,2023-11-28,11,1
3898,Feedback,Implemented,PayPal,Completed,Refund,2023-11-28,11,1
3898,Support Request,Resolved,PayPal,Completed,Refund,2023-11-28,11,1
4248,Complaint,Unresolved,PayPal,Refunded,Refund,2023-11-29,11,1
347,Complaint,Unresolved,PayPal,Completed,Purchase,2023-11-29,11,1
347,Feedback,Resolved,PayPal,Completed,Purchase,2023-11-29,11,1
2206,Feedback,Unresolved,Debit Card,Completed,Purchase,2023-11-30,11,1
2206,Feedback,Unresolved,Debit Card,Refunded,Purchase,2023-11-30,11,1
2206,Support Request,Pending,Debit Card,Completed,Purchase,2023-11-30,11,1
2206,Support Request,Pending,Debit Card,Refunded,Purchase,2023-11-30,11,1
2720,Complaint,Unresolved,Debit Card,Refunded,Purchase,2023-11-30,11,1
2720,Feedback,Resolved,Debit Card,Refunded,Purchase,2023-11-30,11,1
9341,Complaint,Unresolved,Debit Card,Pending,Purchase,2023-11-30,11,1
9341,Feedback,Unresolved,Debit Card,Pending,Purchase,2023-11-30,11,1
6090,Complaint,Resolved,Credit Card,Completed,Purchase,2023-11-30,11,1
6090,Complaint,Resolved,Credit Card,Completed,Refund,2023-11-30,11,1
6337,Feedback,Unresolved,Credit Card,Refunded,Refund,2023-12-01,10,1
1660,Feedback,Resolved,Debit Card,Completed,Refund,2023-12-01,10,1
1660,Feedback,Resolved,Debit Card,Pending,Refund,2023-12-01,10,1
1660,Feedback,Resolved,PayPal,Completed,Purchase,2023-12-01,10,1
1660,Feedback,Resolved,PayPal,Pending,Refund,2023-12-01,10,1
1916,Feedback,Unresolved,Debit Card,Refunded,Purchase,2023-12-01,10,1
1916,Feedback,Unresolved,PayPal,Refunded,Refund,2023-12-01,10,1
603,Feedback,Implemented,PayPal,Refunded,Refund,2023-12-01,10,1
603,Feedback,Resolved,PayPal,Refunded,Refund,2023-12-01,10,1
3773,Complaint,Unresolved,Credit Card,Completed,Refund,2023-12-02,10,1
3773,Complaint,Unresolved,Debit Card,Refunded,Refund,2023-12-02,10,1
3773,Support Request,Resolved,Credit Card,Completed,Refund,2023-12-02,10,1
3773,Support Request,Resolved,Debit Card,Refunded,Refund,2023-12-02,10,1
5679,Feedback,Resolved,Debit Card,Refunded,Purchase,2023-12-02,10,1
5679,Feedback,Resolved,PayPal,Completed,Purchase,2023-12-02,10,1
5679,Feedback,Resolved,PayPal,Refunded,Purchase,2023-12-02,10,1
5679,Support Request,Pending,Debit Card,Refunded,Purchase,2023-12-02,10,1
5679,Support Request,Pending,PayPal,Completed,Purchase,2023-12-02,10,1
5679,Support Request,Pending,PayPal,Refunded,Purchase,2023-12-02,10,1
7558,Complaint,Pending,Debit Card,Refunded,Purchase,2023-12-02,10,1
7558,Complaint,Pending,PayPal,Completed,Refund,2023-12-02,10,1
7558,Feedback,Unresolved,Debit Card,Refunded,Purchase,2023-12-02,10,1
7558,Feedback,Unresolved,PayPal,Completed,Refund,2023-12-02,10,1
8924,Complaint,Pending,Debit Card,Refunded,Refund,2023-12-02,10,1
8924,Complaint,Pending,PayPal,Pending,Refund,2023-12-02,10,1
8924,Feedback,Pending,Debit Card,Refunded,Refund,2023-12-02,10,1
8924,Feedback,Pending,PayPal,Pending,Refund,2023-12-02,10,1
8757,Feedback,Resolved,PayPal,Refunded,Refund,2023-12-02,10,1
9553,Complaint,Implemented,PayPal,Pending,Purchase,2023-12-03,10,1
9553,Complaint,Implemented,PayPal,Pending,Refund,2023-12-03,10,1
9553,Complaint,Implemented,PayPal,Refunded,Purchase,2023-12-03,10,1
9983,Feedback,Resolved,Debit Card,Refunded,Refund,2023-12-03,10,1
9983,Support Request,Resolved,Debit Card,Refunded,Refund,2023-12-03,10,1
2853,Feedback,Implemented,PayPal,Pending,Refund,2023-12-03,10,1
4505,Support Request,Unresolved,Credit Card,Pending,Purchase,2023-12-03,10,1
7095,Support Request,Resolved,PayPal,Refunded,Refund,2023-12-04,10,1
5000,Feedback,Implemented,PayPal,Completed,Purchase,2023-12-05,10,1
5000,Support Request,Pending,PayPal,Completed,Purchase,2023-12-05,10,1
1168,Support Request,Pending,PayPal,Refunded,Refund,2023-12-05,10,1
1310,Complaint,Pending,Credit Card,Completed,Refund,2023-12-05,10,1
1310,Complaint,Pending,Credit Card,Refunded,Refund,2023-12-05,10,1
1310,Complaint,Pending,Debit Card,Completed,Purchase,2023-12-05,10,1
1310,Complaint,Pending,Debit Card,Pending,Refund,2023-12-05,10,1
1310,Complaint,Pending,PayPal,Completed,Purchase,2023-12-05,10,1
2194,Complaint,Resolved,PayPal,Pending,Refund,2023-12-06,10,1
2740,Feedback,Implemented,Credit Card,Refunded,Refund,2023-12-07,10,1
2740,Support Request,Resolved,Credit Card,Refunded,Refund,2023-12-07,10,1
3137,Feedback,Pending,Credit Card,Refunded,Purchase,2023-12-08,10,1
3137,Feedback,Pending,PayPal,Pending,Purchase,2023-12-08,10,1
3137,Feedback,Resolved,Credit Card,Refunded,Purchase,2023-12-08,10,1
3137,Feedback,Resolved,PayPal,Pending,Purchase,2023-12-08,10,1
3137,Feedback,Unresolved,Credit Card,Refunded,Purchase,2023-12-08,10,1
3137,Feedback,Unresolved,PayPal,Pending,Purchase,2023-12-08,10,1
3137,Support Request,Implemented,Credit Card,Refunded,Purchase,2023-12-08,10,1
3137,Support Request,Implemented,PayPal,Pending,Purchase,2023-12-08,10,1
8366,Feedback,Pending,Credit Card,Refunded,Refund,2023-12-08,10,1
8366,Feedback,Pending,Debit Card,Completed,Refund,2023-12-08,10,1
8366,Feedback,Unresolved,Credit Card,Refunded,Refund,2023-12-08,10,1
8366,Feedback,Unresolved,Debit Card,Completed,Refund,2023-12-08,10,1
2094,Complaint,Pending,PayPal,Completed,Purchase,2023-12-09,10,1
1582,Complaint,Pending,PayPal,Completed,Refund,2023-12-09,10,1
1582,Feedback,Resolved,PayPal,Completed,Refund,2023-12-09,10,1
1582,Feedback,Unresolved,PayPal,Completed,Refund,2023-12-09,10,1
596,Complaint,Implemented,Credit Card,Completed,Refund,2023-12-09,10,1
596,Support Request,Implemented,Credit Card,Completed,Refund,2023-12-09,10,1
526,Complaint,Implemented,Credit Card,Pending,Purchase,2023-12-09,10,1
526,Complaint,Unresolved,Credit Card,Pending,Purchase,2023-12-09,10,1
526,Feedback,Implemented,Credit Card,Pending,Purchase,2023-12-09,10,1
526,Feedback,Pending,Credit Card,Pending,Purchase,2023-12-09,10,1
6843,Complaint,Pending,PayPal,Pending,Refund,2023-12-10,10,1
6843,Support Request,Unresolved,PayPal,Pending,Refund,2023-12-10,10,1
4461,Complaint,Pending,Debit Card,Refunded,Purchase,2023-12-11,10,1
4461,Complaint,Unresolved,Debit Card,Refunded,Purchase,2023-12-11,10,1
4570,Complaint,Resolved,Debit Card,Completed,Purchase,2023-12-11,10,1
4570,Complaint,Resolved,PayPal,Completed,Purchase,2023-12-11,10,1
9157,Support Request,Unresolved,Credit Card,Refunded,Purchase,2023-12-12,10,1
10928,Feedback,Pending,Debit Card,Completed,Refund,2023-12-13,10,1
5685,Complaint,Unresolved,PayPal,Refunded,Refund,2023-12-13,10,1
4424,Support Request,Resolved,PayPal,Pending,Refund,2023-12-13,10,1
4424,Support Request,Resolved,PayPal,Refunded,Purchase,2023-12-13,10,1
4957,Complaint,Resolved,Debit Card,Completed,Purchase,2023-12-13,10,1
6801,Feedback,Unresolved,Credit Card,Pending,Purchase,2023-12-14,10,1
6801,Feedback,Unresolved,PayPal,Completed,Refund,2023-12-14,10,1
7682,Feedback,Unresolved,Credit Card,Pending,Purchase,2023-12-15,10,1
7682,Feedback,Unresolved,PayPal,Completed,Refund,2023-12-15,10,1
1185,Complaint,Implemented,PayPal,Refunded,Purchase,2023-12-15,10,1
4765,Support Request,Pending,PayPal,Completed,Purchase,2023-12-16,10,1
4444,Feedback,Pending,PayPal,Completed,Purchase,2023-12-17,10,1
3757,Complaint,Resolved,Credit Card,Pending,Purchase,2023-12-17,10,1
3757,Complaint,Resolved,PayPal,Pending,Refund,2023-12-17,10,1
3757,Feedback,Resolved,Credit Card,Pending,Purchase,2023-12-17,10,1
3757,Feedback,Resolved,PayPal,Pending,Refund,2023-12-17,10,1
3757,Support Request,Resolved,Credit Card,Pending,Purchase,2023-12-17,10,1
3757,Support Request,Resolved,PayPal,Pending,Refund,2023-12-17,10,1
1179,Feedback,Implemented,Debit Card,Refunded,Purchase,2023-12-17,10,1
1179,Feedback,Implemented,PayPal,Completed,Refund,2023-12-17,10,1
10419,Feedback,Implemented,Debit Card,Completed,Purchase,2023-12-17,10,1
10419,Feedback,Implemented,Debit Card,Refunded,Refund,2023-12-17,10,1
8644,Feedback,Pending,Debit Card,Refunded,Refund,2023-12-17,10,1
8644,Feedback,Pending,PayPal,Refunded,Refund,2023-12-17,10,1
8644,Support Request,Implemented,Debit Card,Refunded,Refund,2023-12-17,10,1
8644,Support Request,Implemented,PayPal,Refunded,Refund,2023-12-17,10,1
7578,Support Request,Pending,Debit Card,Pending,Purchase,2023-12-18,10,1
7578,Support Request,Pending,PayPal,Completed,Refund,2023-12-18,10,1
6347,Complaint,Pending,PayPal,Completed,Refund,2023-12-18,10,1
6347,Complaint,Pending,PayPal,Refunded,Refund,2023-12-18,10,1
5980,Feedback,Pending,Credit Card,Refunded,Refund,2023-12-18,10,1
5980,Feedback,Pending,Debit Card,Pending,Purchase,2023-12-18,10,1
5980,Feedback,Pending,Debit Card,Pending,Refund,2023-12-18,10,1
5980,Feedback,Pending,PayPal,Pending,Purchase,2023-12-18,10,1
3784,Complaint,Unresolved,PayPal,Refunded,Purchase,2023-12-18,10,1
3784,Feedback,Resolved,PayPal,Refunded,Purchase,2023-12-18,10,1
8460,Complaint,Pending,Credit Card,Completed,Purchase,2023-12-19,10,1
8460,Support Request,Resolved,Credit Card,Completed,Purchase,2023-12-19,10,1
10130,Feedback,Implemented,Credit Card,Refunded,Refund,2023-12-19,10,1
10130,Feedback,Unresolved,Credit Card,Refunded,Refund,2023-12-19,10,1
9580,Feedback,Resolved,Credit Card,Pending,Purchase,2023-12-20,10,1
9580,Feedback,Resolved,Debit Card,Completed,Refund,2023-12-20,10,1
3491,Feedback,Pending,Debit Card,Refunded,Purchase,2023-12-20,10,1
3491,Feedback,Resolved,Debit Card,Refunded,Purchase,2023-12-20,10,1
3491,Support Request,Implemented,Debit Card,Refunded,Purchase,2023-12-20,10,1
3199,Complaint,Resolved,Credit Card,Refunded,Refund,2023-12-20,10,1
4032,Support Request,Resolved,Debit Card,Pending,Purchase,2023-12-22,10,1
400,Complaint,Unresolved,Credit Card,Completed,Refund,2023-12-22,10,1
400,Complaint,Unresolved,Debit Card,Pending,Refund,2023-12-22,10,1
400,Complaint,Unresolved,PayPal,Pending,Refund,2023-12-22,10,1
400,Complaint,Unresolved,PayPal,Refunded,Refund,2023-12-22,10,1
10324,Complaint,Pending,PayPal,Completed,Refund,2023-12-22,10,1
10324,Feedback,Implemented,PayPal,Completed,Refund,2023-12-22,10,1
9919,Complaint,Implemented,Debit Card,Completed,Refund,2023-12-22,10,1
9919,Complaint,Implemented,Debit Card,Pending,Purchase,2023-12-22,10,1
7798,Support Request,Resolved,Credit Card,Refunded,Purchase,2023-12-23,10,1
5446,Complaint,Pending,Debit Card,Completed,Refund,2023-12-23,10,1
5446,Complaint,Pending,PayPal,Refunded,Refund,2023-12-23,10,1
5446,Complaint,Unresolved,Debit Card,Completed,Refund,2023-12-23,10,1
5446,Complaint,Unresolved,PayPal,Refunded,Refund,2023-12-23,10,1
5446,Feedback,Resolved,Debit Card,Completed,Refund,2023-12-23,10,1
5446,Feedback,Resolved,PayPal,Refunded,Refund,2023-12-23,10,1
5446,Support Request,Pending,Debit Card,Completed,Refund,2023-12-23,10,1
5446,Support Request,Pending,PayPal,Refunded,Refund,2023-12-23,10,1
4437,Support Request,Implemented,PayPal,Refunded,Refund,2023-12-24,10,1
4357,Feedback,Implemented,PayPal,Pending,Refund,2023-12-24,10,1
4357,Feedback,Unresolved,PayPal,Pending,Refund,2023-12-24,10,1
4357,Support Request,Resolved,PayPal,Pending,Refund,2023-12-24,10,1
2027,Feedback,Pending,PayPal,Pending,Purchase,2023-12-24,10,1
2027,Feedback,Pending,PayPal,Refunded,Purchase,2023-12-24,10,1
8049,Support Request,Implemented,Credit Card,Refunded,Purchase,2023-12-24,10,1
7128,Support Request,Resolved,Debit Card,Pending,Refund,2023-12-25,10,1
7128,Support Request,Resolved,PayPal,Pending,Purchase,2023-12-25,10,1
8454,Complaint,Pending,Debit Card,Refunded,Refund,2023-12-25,10,1
8454,Complaint,Pending,PayPal,Completed,Refund,2023-12-25,10,1
8454,Complaint,Pending,PayPal,Refunded,Purchase,2023-12-25,10,1
1614,Complaint,Implemented,Debit Card,Completed,Purchase,2023-12-25,10,1
1614,Complaint,Unresolved,Debit Card,Completed,Purchase,2023-12-25,10,1
10003,Feedback,Unresolved,Debit Card,Refunded,Purchase,2023-12-26,10,1
10607,Feedback,Implemented,Credit Card,Completed,Refund,2023-12-26,10,1
10607,Feedback,Implemented,PayPal,Refunded,Purchase,2023-12-26,10,1
10607,Support Request,Resolved,Credit Card,Completed,Refund,2023-12-26,10,1
10607,Support Request,Resolved,PayPal,Refunded,Purchase,2023-12-26,10,1
7338,Feedback,Resolved,Debit Card,Refunded,Purchase,2023-12-26,10,1
7338,Feedback,Resolved,PayPal,Completed,Purchase,2023-12-26,10,1
7338,Feedback,Resolved,PayPal,Pending,Refund,2023-12-26,10,1
4698,Feedback,Implemented,PayPal,Pending,Refund,2023-12-27,10,1
3653,Complaint,Implemented,Credit Card,Pending,Refund,2023-12-27,10,1
3653,Feedback,Unresolved,Credit Card,Pending,Refund,2023-12-27,10,1
1820,Complaint,Pending,Credit Card,Refunded,Refund,2023-12-28,10,1
1820,Complaint,Pending,PayPal,Pending,Purchase,2023-12-28,10,1
1820,Support Request,Resolved,Credit Card,Refunded,Refund,2023-12-28,10,1
1820,Support Request,Resolved,PayPal,Pending,Purchase,2023-12-28,10,1
2459,Complaint,Resolved,Credit Card,Completed,Purchase,2023-12-28,10,1
335,Feedback,Resolved,Credit Card,Completed,Refund,2023-12-28,10,1
9899,Feedback,Implemented,Debit Card,Completed,Refund,2023-12-28,10,1
8957,Complaint,Implemented,Credit Card,Completed,Refund,2023-12-29,10,1
8957,Support Request,Implemented,Credit Card,Completed,Refund,2023-12-29,10,1
2733,Complaint,Implemented,Credit Card,Refunded,Purchase,2023-12-29,10,1
2733,Complaint,Resolved,Credit Card,Refunded,Purchase,2023-12-29,10,1
16,Complaint,Unresolved,PayPal,Refunded,Refund,2023-12-30,10,1
16,Support Request,Implemented,PayPal,Refunded,Refund,2023-12-30,10,1
2047,Complaint,Resolved,Credit Card,Pending,Refund,2023-12-30,10,1
8864,Support Request,Implemented,PayPal,Pending,Refund,2023-12-30,10,1
8794,Complaint,Unresolved,Debit Card,Pending,Purchase,2023-12-30,10,1
8794,Complaint,Unresolved,Debit Card,Refunded,Purchase,2023-12-30,10,1
8794,Complaint,Unresolved,PayPal,Completed,Purchase,2023-12-30,10,1
7457,Complaint,Unresolved,Debit Card,Pending,Purchase,2023-12-30,10,1
7457,Feedback,Unresolved,Debit Card,Pending,Purchase,2023-12-30,10,1
7457,Support Request,Implemented,Debit Card,Pending,Purchase,2023-12-30,10,1
9016,Support Request,Resolved,PayPal,Completed,Purchase,2023-12-31,10,1
10024,Feedback,Pending,Debit Card,Refunded,Purchase,2023-12-31,10,1
10024,Support Request,Implemented,Debit Card,Refunded,Purchase,2023-12-31,10,1
10053,Complaint,Implemented,Credit Card,Completed,Refund,2023-12-31,10,1
10053,Complaint,Implemented,Credit Card,Refunded,Purchase,2023-12-31,10,1
